id_alma,nombre,pecado_capital,nivel_corrupcion,fecha_condena,dimension_origen,estado
5536,Katelyn Robinson,Soberbia,22,1910-05-26,Tierra,redimida
5537,Kevin Carter,Envidia,6,1972-03-10,Inframundo,activa
5538,David Dean,Envidia,80,2015-06-27,Pandemonium,activa
5539,Abigail Martin,Soberbia,74,1845-07-27,Inframundo,en proceso de tortura
5540,Michael Acevedo,Pereza,44,1833-03-25,Pandemonium,activa
5541,David Berg,Pereza,49,1835-08-23,Tierra,redimida
5542,Michael Collins,Avaricia,9,1986-09-05,Tierra,en proceso de tortura
5543,Haley Brown,Avaricia,60,1919-10-25,Pandemonium,en proceso de tortura
5544,Lori Williamson MD,Lujuria,15,1846-07-22,Sector 7G,activa
5545,Randall Thompson,Lujuria,2,1976-02-18,Tierra,en proceso de tortura
5546,Guy Thompson,Ira,69,1875-02-24,Inframundo,en proceso de tortura
5547,Nicole Cooper,Soberbia,99,1877-11-29,Limbo,activa
5548,Charles Mullins,Lujuria,17,1844-02-03,Tierra,activa
5549,Shelly Rangel,Lujuria,83,1914-06-14,Sector 7G,redimida
5550,Helen Moran,Envidia,7,1980-08-27,Inframundo,en proceso de tortura
5551,Robert Moore,Lujuria,25,1851-09-02,Pandemonium,activa
5552,Jonathan Watson,Pereza,44,1843-03-18,Sector 7G,en proceso de tortura
5553,Norma Alvarado,Gula,44,1962-10-27,Pandemonium,activa
5554,Donna Mueller,Envidia,57,1998-07-13,Sector 7G,redimida
5555,Brian Moran,Avaricia,51,1836-03-09,Inframundo,redimida
5556,Colton Banks,Ira,38,2002-10-19,Inframundo,redimida
5557,Brandon Green,Avaricia,31,1846-05-17,Abismo,en proceso de tortura
5558,Scott Beck,Soberbia,54,1841-01-16,Tierra,en proceso de tortura
5559,Wesley Williams,Lujuria,8,2004-10-22,Limbo,en proceso de tortura
5560,Kristin Johnson,Soberbia,53,1897-07-01,Sector 7G,activa
5561,Diane Williams,Ira,51,1883-05-31,Inframundo,en proceso de tortura
5562,Tracy Norris,Gula,13,1836-08-24,Limbo,en proceso de tortura
5563,Vicki Mercer,Lujuria,37,1828-01-04,Tierra,activa
5564,Kevin Clarke,Pereza,1,1869-07-21,Sector 7G,redimida
5565,Christopher Golden,Pereza,34,1973-05-04,Tierra,redimida
5566,David Martin,Avaricia,0,1874-04-04,Limbo,redimida
5567,Teresa Roberts,Pereza,90,1902-04-14,Pandemonium,redimida
5568,Cindy Reed,Ira,1,1973-01-30,Sector 7G,en proceso de tortura
5569,Karen Washington,Pereza,2,1917-10-27,Sector 7G,en proceso de tortura
5570,Kimberly Sanders,Lujuria,12,1973-11-20,Abismo,en proceso de tortura
5571,Madison Jones,Ira,100,2003-12-28,Limbo,en proceso de tortura
5572,Collin Bradley,Avaricia,84,1949-09-17,Pandemonium,activa
5573,Russell Perez,Pereza,68,1986-03-30,Sector 7G,redimida
5574,Thomas Adams,Ira,59,1885-01-09,Abismo,redimida
5575,David Douglas,Ira,5,1988-02-24,Limbo,redimida
5576,Shawn Donaldson,Pereza,5,1899-02-16,Inframundo,activa
5577,Richard Brown,Lujuria,26,1865-11-22,Inframundo,en proceso de tortura
5578,Michele Barker,Pereza,100,1972-03-20,Inframundo,redimida
5579,Karen Munoz,Ira,52,2022-08-06,Sector 7G,activa
5580,Tamara Perry,Soberbia,15,1989-01-01,Inframundo,activa
5581,Micheal Johns,Ira,32,2016-12-09,Sector 7G,redimida
5582,Patrick Jones,Envidia,20,1967-05-11,Inframundo,en proceso de tortura
5583,Michelle Grant,Avaricia,65,1934-08-29,Abismo,en proceso de tortura
5584,Jenna Kennedy,Envidia,19,1845-04-15,Tierra,redimida
5585,Russell Holt,Ira,31,1887-02-28,Sector 7G,en proceso de tortura
5586,Wesley Ford,Lujuria,38,1954-04-03,Tierra,activa
5587,Sharon Escobar,Pereza,85,1995-01-27,Tierra,redimida
5588,Jennifer Stein DVM,Pereza,32,1903-08-17,Limbo,redimida
5589,Jesus Phillips,Gula,95,1854-10-21,Inframundo,activa
5590,Patricia Foster,Pereza,79,1879-11-15,Inframundo,en proceso de tortura
5591,Mrs. Morgan Fox,Avaricia,50,1946-11-26,Pandemonium,en proceso de tortura
5592,Heather Becker,Soberbia,10,1928-04-28,Pandemonium,redimida
5593,Nicholas Rasmussen,Ira,24,1977-12-31,Inframundo,activa
5594,Alexander Dunn,Ira,11,1921-03-06,Limbo,en proceso de tortura
5595,Stephanie Brown,Lujuria,9,2005-09-23,Abismo,redimida
5596,Meghan Taylor,Pereza,87,2006-10-15,Sector 7G,activa
5597,Paul Wood,Avaricia,39,1908-11-19,Inframundo,redimida
5598,Justin Shepherd,Gula,2,1961-04-01,Tierra,activa
5599,Jose Howard,Envidia,21,1984-08-11,Sector 7G,en proceso de tortura
5600,Brittany Fisher,Soberbia,30,1912-01-24,Limbo,redimida
5601,Sean Singleton,Envidia,71,1983-03-16,Tierra,redimida
5602,Amy Farmer,Lujuria,14,1894-01-07,Sector 7G,en proceso de tortura
5603,Jessica Nelson,Envidia,84,1878-12-13,Abismo,redimida
5604,Jennifer Mercado,Avaricia,98,1951-08-19,Sector 7G,activa
5605,Amanda Banks,Pereza,79,1907-08-18,Inframundo,activa
5606,Kimberly Horton,Pereza,62,1836-01-22,Pandemonium,en proceso de tortura
5607,Pamela Miller,Lujuria,65,1952-06-25,Abismo,activa
5608,Jasmine Jones,Avaricia,42,1862-06-18,Pandemonium,en proceso de tortura
5609,Dana Taylor,Soberbia,68,1955-10-26,Pandemonium,en proceso de tortura
5610,Robin Fisher,Soberbia,76,1844-06-15,Sector 7G,en proceso de tortura
5611,Terry Terry,Ira,0,1944-08-09,Pandemonium,activa
5612,Mary Ortiz,Envidia,10,1964-09-17,Limbo,redimida
5613,Jason Gates,Gula,74,1866-12-26,Sector 7G,en proceso de tortura
5614,Molly Jones,Envidia,10,1935-08-22,Sector 7G,activa
5615,Carlos Harris,Lujuria,44,1983-01-12,Limbo,redimida
5616,Brian Cook,Avaricia,12,1909-08-14,Sector 7G,en proceso de tortura
5617,Thomas Pham,Lujuria,58,2015-04-11,Sector 7G,en proceso de tortura
5618,Samuel Patrick,Ira,73,2014-02-10,Abismo,redimida
5619,Lawrence Palmer,Soberbia,81,2010-11-23,Tierra,en proceso de tortura
5620,Kristine Smith,Lujuria,32,2017-09-15,Abismo,en proceso de tortura
5621,Kathryn Brown,Gula,34,1907-06-30,Sector 7G,en proceso de tortura
5622,Rickey Smith,Ira,26,2011-10-30,Pandemonium,redimida
5623,Sarah Ward,Pereza,66,1899-05-07,Abismo,en proceso de tortura
5624,Chad Melton,Pereza,91,1893-09-20,Sector 7G,en proceso de tortura
5625,Jordan Molina,Ira,59,2019-07-07,Pandemonium,redimida
5626,Samantha Ramirez,Lujuria,98,2003-12-28,Tierra,activa
5627,Bonnie Sanchez,Ira,21,2001-12-07,Limbo,en proceso de tortura
5628,Randy Baker,Lujuria,84,1900-05-26,Inframundo,activa
5629,Evelyn Walters,Pereza,53,1827-08-24,Tierra,redimida
5630,Mark Savage,Soberbia,28,1879-10-19,Inframundo,redimida
5631,Miranda Stuart,Ira,92,1990-04-24,Limbo,redimida
5632,Rachael Chase,Envidia,40,1982-06-01,Limbo,redimida
5633,Juan Davis,Gula,4,1959-12-08,Tierra,redimida
5634,Chad Murphy,Avaricia,60,1896-10-23,Tierra,activa
5635,Jennifer Galloway,Gula,32,1979-03-24,Tierra,en proceso de tortura
5636,Mr. Shawn Brown,Pereza,31,2017-04-26,Sector 7G,activa
5637,Roberto Farrell,Pereza,60,1943-10-16,Tierra,redimida
5638,Victoria Wright,Envidia,50,1872-02-13,Tierra,en proceso de tortura
5639,Calvin Clarke,Ira,41,2003-12-28,Tierra,redimida
5640,Sandra Alexander,Pereza,0,1898-06-17,Pandemonium,redimida
5641,Jeffrey Underwood,Avaricia,55,1928-10-10,Limbo,activa
5642,Anthony Bauer,Pereza,75,1958-05-18,Abismo,en proceso de tortura
5643,Vanessa Miller,Avaricia,49,1998-07-28,Limbo,activa
5644,John Sharp,Lujuria,80,1833-11-22,Pandemonium,en proceso de tortura
5645,Steven Short,Gula,33,1925-07-09,Abismo,redimida
5646,Nicholas Arnold,Soberbia,60,1872-09-16,Limbo,en proceso de tortura
5647,Jeremy Johnson,Ira,16,1989-09-13,Pandemonium,en proceso de tortura
5648,Hector Mitchell,Gula,28,1984-07-27,Sector 7G,redimida
5649,Charles Shaw,Soberbia,23,1978-04-20,Inframundo,activa
5650,David Kemp,Gula,3,1959-04-05,Abismo,redimida
5651,Elizabeth Gonzalez,Envidia,59,1905-08-31,Tierra,en proceso de tortura
5652,Rachel Gibson,Gula,95,1985-04-01,Inframundo,activa
5653,Steven Peterson,Soberbia,1,1870-01-27,Abismo,activa
5654,Andrew Cooper,Soberbia,35,1853-12-24,Abismo,redimida
5655,Melissa Sexton,Pereza,39,1967-11-24,Sector 7G,redimida
5656,Megan Ibarra,Pereza,99,1957-05-14,Pandemonium,activa
5657,Jacob Jackson,Envidia,52,2007-12-25,Tierra,redimida
5658,Leah Sanders,Pereza,73,2003-12-28,Pandemonium,activa
5659,Kimberly Zuniga,Avaricia,84,1908-08-21,Abismo,en proceso de tortura
5660,Rebecca Curtis,Soberbia,7,1842-05-10,Abismo,redimida
5661,Tyler Moore,Gula,36,1924-04-29,Inframundo,activa
5662,Ronald Fox,Lujuria,57,1962-07-02,Inframundo,en proceso de tortura
5663,Theresa Smith,Pereza,96,1974-11-03,Tierra,en proceso de tortura
5664,Mark Butler,Soberbia,47,1908-10-22,Sector 7G,activa
5665,David Sullivan,Soberbia,68,1839-11-18,Inframundo,activa
5666,Marie Brown,Envidia,5,1902-11-13,Tierra,activa
5667,Gina Haas,Ira,46,1992-08-09,Inframundo,activa
5668,Gregory Castillo,Pereza,50,2003-12-28,Tierra,activa
5669,Patrick Evans,Avaricia,42,1892-08-18,Sector 7G,redimida
5670,Wendy Lopez,Ira,87,1978-10-23,Inframundo,activa
5671,Christopher Martinez,Lujuria,45,1879-11-03,Pandemonium,activa
5672,Ashley Raymond,Gula,67,2024-01-11,Sector 7G,activa
5673,Laura Gardner,Ira,26,1898-09-10,Inframundo,en proceso de tortura
5674,Sarah Padilla,Avaricia,87,1972-09-04,Limbo,redimida
5675,Scott White,Gula,56,1896-10-12,Sector 7G,en proceso de tortura
5676,Hannah Martinez,Avaricia,59,1985-02-22,Pandemonium,redimida
5677,David Jackson,Soberbia,85,1924-08-30,Sector 7G,redimida
5678,Xavier Jones,Gula,99,1860-02-24,Pandemonium,redimida
5679,Joe Brooks,Envidia,95,1834-11-17,Limbo,en proceso de tortura
5680,Hunter Boyd,Lujuria,40,1915-03-18,Limbo,redimida
5681,Ethan Peterson,Lujuria,38,2025-10-22,Sector 7G,en proceso de tortura
5682,Kathleen Walker,Soberbia,67,1934-11-21,Limbo,activa
5683,Jeremy Robinson,Soberbia,42,1978-11-18,Sector 7G,en proceso de tortura
5684,Alisha Thompson,Avaricia,91,1994-05-12,Inframundo,activa
5685,Tammy Callahan,Gula,16,1898-07-20,Tierra,en proceso de tortura
5686,Brett Campbell,Envidia,62,1998-08-09,Sector 7G,activa
5687,Nancy Valentine,Ira,35,1872-05-30,Sector 7G,activa
5688,Mrs. Michelle Arias,Lujuria,61,1873-01-06,Abismo,activa
5689,Billy Oconnell,Gula,29,1984-03-20,Pandemonium,activa
5690,Samuel Hall,Avaricia,74,1967-10-09,Sector 7G,activa
5691,Richard Pierce,Soberbia,33,1881-12-04,Tierra,activa
5692,Dylan Hurley,Avaricia,76,1901-12-11,Tierra,en proceso de tortura
5693,Spencer Allen,Ira,68,1986-05-24,Tierra,redimida
5694,Christopher White,Pereza,59,1891-10-31,Tierra,redimida
5695,Angel Jenkins,Ira,50,1929-03-07,Inframundo,activa
5696,Mr. Anthony Duarte,Envidia,91,1855-06-24,Limbo,en proceso de tortura
5697,Renee Smith,Lujuria,59,1858-12-10,Abismo,en proceso de tortura
5698,Rachael Lopez,Lujuria,99,1904-04-29,Sector 7G,activa
5699,Susan Davis,Lujuria,85,1907-08-21,Limbo,redimida
5700,Curtis Peters,Pereza,75,2002-12-30,Abismo,redimida
5701,Linda Mckinney,Envidia,72,1961-07-31,Limbo,en proceso de tortura
5702,Andrew Wilson,Avaricia,60,1994-05-26,Sector 7G,redimida
5703,Jared Phillips,Avaricia,5,1961-10-08,Inframundo,redimida
5704,Katelyn Turner,Ira,46,1858-11-12,Limbo,redimida
5705,Jose Morrow,Ira,14,1874-09-24,Limbo,redimida
5706,Dominique Frye DDS,Lujuria,53,2003-07-27,Abismo,activa
5707,Kendra Stevenson,Pereza,88,1997-02-22,Inframundo,redimida
5708,Heather Barber,Avaricia,22,1959-01-16,Sector 7G,redimida
5709,Katie Shields,Pereza,22,1859-03-01,Tierra,en proceso de tortura
5710,Jessica Jones,Avaricia,37,1829-04-08,Limbo,en proceso de tortura
5711,Cody Hall,Soberbia,92,1857-06-06,Limbo,activa
5712,Alexis David,Pereza,32,1981-11-15,Abismo,activa
5713,Brandon Hayden,Gula,15,1964-03-17,Pandemonium,activa
5714,Joshua Best,Avaricia,75,2003-12-28,Tierra,redimida
5715,Sarah Weber,Soberbia,72,2008-09-16,Sector 7G,en proceso de tortura
5716,Lisa Pratt,Gula,3,1992-05-13,Abismo,en proceso de tortura
5717,Colleen West,Gula,81,1963-03-21,Inframundo,en proceso de tortura
5718,Traci Torres,Avaricia,6,1911-02-10,Pandemonium,en proceso de tortura
5719,Nicole Gonzalez,Lujuria,38,1903-06-03,Abismo,en proceso de tortura
5720,Carolyn Klein,Lujuria,20,1913-09-21,Limbo,redimida
5721,Tamara George,Soberbia,57,1922-07-23,Sector 7G,en proceso de tortura
5722,Eric Higgins,Soberbia,20,1906-02-20,Tierra,en proceso de tortura
5723,Brittany Walker,Soberbia,33,1983-01-28,Limbo,en proceso de tortura
5724,Chad Powell,Ira,28,1838-09-26,Inframundo,en proceso de tortura
5725,Kaitlyn Dean,Pereza,28,1846-10-27,Pandemonium,activa
5726,Christopher Scott,Envidia,22,1860-05-21,Sector 7G,redimida
5727,Kelly Anderson,Gula,19,1973-02-01,Inframundo,en proceso de tortura
5728,Andrea Hunter,Pereza,61,2024-08-07,Sector 7G,activa
5729,William Lewis,Ira,14,2024-03-12,Tierra,en proceso de tortura
5730,Catherine Whitehead,Avaricia,74,1902-07-04,Sector 7G,en proceso de tortura
5731,Scott Taylor,Soberbia,27,1950-08-18,Pandemonium,en proceso de tortura
5732,Paul Morgan,Gula,86,1963-09-13,Inframundo,activa
5733,Yvette Carter,Lujuria,35,2001-09-18,Sector 7G,en proceso de tortura
5734,Edward Morrison,Envidia,36,1955-10-24,Tierra,redimida
5735,Amber Snow,Ira,80,2003-12-28,Inframundo,redimida
5736,David Mccann,Soberbia,61,1925-08-20,Pandemonium,activa
5737,Elizabeth Norris,Envidia,82,2022-12-04,Abismo,redimida
5738,Donna Thornton,Gula,77,1906-11-25,Limbo,activa
5739,Sandra Marquez,Gula,27,1893-01-21,Inframundo,en proceso de tortura
5740,Frank Shaw,Gula,27,1947-11-29,Tierra,activa
5741,Jennifer Smith,Soberbia,38,1966-05-20,Tierra,en proceso de tortura
5742,Dr. Shawn Hicks,Envidia,79,1826-03-08,Inframundo,redimida
5743,Mark Hill,Pereza,86,2000-03-16,Limbo,en proceso de tortura
5744,Danielle Anderson,Envidia,83,1937-10-29,Abismo,en proceso de tortura
5745,Dr. Hunter Reed,Soberbia,7,2020-09-30,Pandemonium,en proceso de tortura
5746,Ruth Ferguson,Gula,0,1855-09-06,Pandemonium,redimida
5747,Charles Gamble,Lujuria,52,1939-01-04,Inframundo,en proceso de tortura
5748,Jane Cooley,Gula,22,1850-11-08,Tierra,en proceso de tortura
5749,Carrie Velez,Soberbia,26,2014-11-07,Limbo,activa
5750,Amy Miller,Lujuria,27,1968-05-10,Inframundo,en proceso de tortura
5751,Shawn Drake,Pereza,18,2011-09-16,Abismo,redimida
5752,Michelle Potts,Ira,50,1961-01-29,Sector 7G,activa
5753,Bryan Stafford,Envidia,54,1862-01-11,Tierra,en proceso de tortura
5754,Sarah Harris,Envidia,14,2006-08-11,Inframundo,activa
5755,Lindsey Adams,Envidia,5,1861-06-10,Inframundo,en proceso de tortura
5756,Raymond Cunningham,Soberbia,57,1846-01-26,Tierra,activa
5757,Tracy Chapman,Ira,16,1830-09-27,Pandemonium,activa
5758,David Jenkins,Ira,50,1982-01-22,Inframundo,activa
5759,Mallory Brock,Lujuria,19,2003-05-18,Tierra,redimida
5760,Nicole Thompson,Lujuria,56,1869-03-21,Sector 7G,en proceso de tortura
5761,Robert Kim,Soberbia,50,1913-04-18,Pandemonium,en proceso de tortura
5762,David Banks,Lujuria,45,1950-07-03,Sector 7G,activa
5763,Lisa Hall,Pereza,56,1847-09-16,Pandemonium,en proceso de tortura
5764,Laurie Franklin,Gula,27,1831-04-07,Abismo,redimida
5765,Joseph Giles,Lujuria,8,1900-05-11,Limbo,activa
5766,John Bridges,Lujuria,7,1977-10-07,Inframundo,activa
5767,Brian Ellis,Gula,32,1884-08-31,Inframundo,redimida
5768,Denise Brock DDS,Lujuria,58,1937-07-30,Inframundo,en proceso de tortura
5769,Christopher Glass,Pereza,97,1851-12-09,Pandemonium,activa
5770,Ricky Baker,Envidia,64,2003-12-10,Inframundo,en proceso de tortura
5771,Kathryn Kennedy,Soberbia,90,2001-08-30,Limbo,redimida
5772,Christopher Johnson,Avaricia,18,1882-11-20,Sector 7G,activa
5773,Kayla Moore,Gula,38,1829-03-08,Sector 7G,redimida
5774,Michelle Williams,Pereza,96,1987-10-09,Pandemonium,redimida
5775,Kevin Howard,Ira,18,1940-02-24,Tierra,redimida
5776,Dr. Jesse Bass,Soberbia,91,2005-06-12,Tierra,activa
5777,Amanda Tate,Lujuria,92,1985-12-13,Abismo,activa
5778,Danny Wilkins,Avaricia,76,1993-09-23,Pandemonium,redimida
5779,James Suarez,Envidia,17,1925-02-21,Pandemonium,en proceso de tortura
5780,Pamela Taylor,Avaricia,75,1831-08-25,Inframundo,activa
5781,Angela Roberts,Lujuria,54,1836-03-25,Pandemonium,en proceso de tortura
5782,Jose Ruiz,Gula,86,1876-10-06,Sector 7G,redimida
5783,Zachary Thornton,Avaricia,18,1873-10-12,Inframundo,redimida
5784,James Aguilar,Lujuria,48,1870-11-03,Inframundo,activa
5785,Brandy Yoder,Lujuria,6,1853-02-06,Inframundo,en proceso de tortura
5786,Mark Warren,Gula,52,1929-08-25,Abismo,redimida
5787,Cynthia Simmons,Pereza,52,2022-08-04,Sector 7G,redimida
5788,Hannah Parker,Avaricia,48,1883-11-01,Tierra,en proceso de tortura
5789,David Anderson,Avaricia,5,2003-12-28,Inframundo,activa
5790,Adam Harris,Envidia,85,2008-08-27,Abismo,activa
5791,Steven Vazquez,Envidia,41,1945-01-12,Tierra,activa
5792,Katherine Francis,Soberbia,7,1849-07-06,Sector 7G,redimida
5793,Thomas Cain,Avaricia,77,1970-07-09,Tierra,redimida
5794,Sharon Allen DDS,Lujuria,67,1850-06-03,Inframundo,en proceso de tortura
5795,Jessica Stark,Soberbia,2,1933-12-25,Limbo,redimida
5796,Martha Hernandez,Lujuria,51,1899-08-30,Inframundo,en proceso de tortura
5797,Erica Oliver,Lujuria,71,1932-02-19,Inframundo,redimida
5798,Jennifer Bishop,Lujuria,35,1889-05-09,Abismo,redimida
5799,Chris Romero,Avaricia,37,2004-12-12,Inframundo,en proceso de tortura
5800,Matthew Shaffer,Envidia,62,1916-08-18,Inframundo,redimida
5801,Yvonne Mccoy,Pereza,33,2002-10-04,Sector 7G,activa
5802,Ashley Ingram,Lujuria,75,1844-10-17,Abismo,redimida
5803,Christopher Cook,Avaricia,96,1887-06-30,Inframundo,redimida
5804,Jennifer Wilson,Gula,58,2003-12-28,Pandemonium,activa
5805,Jacob Avery,Pereza,3,1921-06-17,Inframundo,redimida
5806,Jonathan Hicks,Pereza,64,1965-08-28,Limbo,activa
5807,Benjamin Klein,Envidia,68,1869-03-17,Tierra,activa
5808,James Reyes,Ira,33,1845-03-01,Sector 7G,redimida
5809,Michael Gray,Pereza,97,2000-01-28,Tierra,redimida
5810,Kimberly Li,Soberbia,50,1909-06-20,Abismo,activa
5811,Lisa Reyes,Pereza,88,1999-03-21,Limbo,activa
5812,David Odonnell,Soberbia,72,2008-11-20,Sector 7G,en proceso de tortura
5813,Shannon Jones,Lujuria,36,1931-05-01,Sector 7G,redimida
5814,Kelly Bishop,Ira,33,1952-03-02,Pandemonium,redimida
5815,Luis Martinez,Lujuria,81,1992-05-13,Pandemonium,activa
5816,Carrie Mccullough,Gula,20,1898-01-17,Abismo,activa
5817,Kimberly Carr,Envidia,97,1976-12-19,Sector 7G,en proceso de tortura
5818,Courtney Logan,Soberbia,93,1887-10-19,Sector 7G,activa
5819,Jaime Hunt,Pereza,3,1935-07-17,Abismo,activa
5820,Heather Shaw,Avaricia,40,1857-03-30,Inframundo,redimida
5821,Kathryn Carpenter,Lujuria,83,1849-05-28,Inframundo,redimida
5822,Raymond Howard,Lujuria,80,1956-02-13,Pandemonium,en proceso de tortura
5823,Tracy Lee,Soberbia,30,1964-08-07,Tierra,redimida
5824,Sandra Stark,Ira,85,1850-12-19,Pandemonium,activa
5825,Kimberly Wolf,Envidia,90,1922-12-22,Pandemonium,en proceso de tortura
5826,Hunter Hernandez,Pereza,97,1984-09-29,Abismo,redimida
5827,Jordan Arnold,Soberbia,51,1829-02-08,Inframundo,en proceso de tortura
5828,Jackie Hanna,Ira,84,1833-09-15,Tierra,redimida
5829,Brandon Dunlap MD,Ira,86,1938-12-12,Inframundo,redimida
5830,Stacy Williams,Ira,50,1903-04-07,Inframundo,en proceso de tortura
5831,Louis Williams,Gula,88,1864-10-04,Abismo,redimida
5832,Lauren Booth,Soberbia,33,1891-03-06,Pandemonium,activa
5833,Olivia Matthews,Soberbia,50,1887-02-04,Inframundo,en proceso de tortura
5834,Kaylee Martin,Lujuria,91,1936-10-07,Inframundo,activa
5835,Sara Hernandez,Pereza,25,1889-08-05,Limbo,activa
5836,Carol Benson,Envidia,78,1913-06-19,Pandemonium,activa
5837,Jennifer Johnson,Lujuria,8,1837-12-16,Sector 7G,redimida
5838,Rachel Berry,Envidia,43,2007-01-14,Pandemonium,en proceso de tortura
5839,Tyler Tran,Envidia,44,1841-02-20,Tierra,en proceso de tortura
5840,Keith English,Lujuria,71,1835-06-15,Sector 7G,activa
5841,Jennifer Hartman,Gula,61,1935-04-03,Abismo,redimida
5842,Dawn Stewart,Gula,42,1977-05-08,Sector 7G,activa
5843,Christopher Morgan,Gula,22,1960-06-23,Abismo,en proceso de tortura
5844,Stephen Ellis,Soberbia,33,2004-10-18,Limbo,activa
5845,Samantha Cole,Pereza,96,1885-04-12,Abismo,en proceso de tortura
5846,Audrey Tucker,Soberbia,7,1879-09-19,Inframundo,activa
5847,Lisa Snyder,Envidia,9,1871-05-18,Limbo,en proceso de tortura
5848,Caitlyn Clarke,Gula,92,1907-07-17,Limbo,activa
5849,Jose Lawrence,Envidia,43,2020-10-18,Inframundo,activa
5850,Erin Wong,Soberbia,40,1851-12-09,Pandemonium,redimida
5851,Travis Gonzalez,Avaricia,59,1984-03-25,Abismo,redimida
5852,Larry Vaughan,Pereza,98,1884-08-25,Abismo,activa
5853,Timothy Hatfield,Soberbia,0,1877-09-25,Abismo,redimida
5854,Angelica Larsen,Envidia,26,1833-10-12,Inframundo,redimida
5855,Ann Reeves,Ira,50,1910-04-25,Pandemonium,activa
5856,Joshua Proctor,Envidia,61,1893-05-23,Sector 7G,activa
5857,James Pugh,Soberbia,99,1829-07-29,Inframundo,en proceso de tortura
5858,Richard Lewis,Pereza,40,1874-11-20,Limbo,activa
5859,Alexander Sampson,Soberbia,29,1849-04-14,Tierra,redimida
5860,Aaron Matthews,Pereza,98,2016-06-04,Inframundo,activa
5861,Robert Jimenez MD,Avaricia,24,1903-01-09,Sector 7G,en proceso de tortura
5862,Christopher James,Gula,40,1963-03-05,Tierra,en proceso de tortura
5863,Amanda Nelson,Pereza,25,1967-05-10,Inframundo,en proceso de tortura
5864,Linda Werner,Ira,92,2014-12-01,Sector 7G,activa
5865,Autumn Glass,Gula,61,1973-07-27,Pandemonium,redimida
5866,Kayla Mercer,Lujuria,88,1891-11-03,Limbo,redimida
5867,Alvin Perez,Soberbia,42,1946-12-24,Inframundo,activa
5868,Patrick Davies,Pereza,12,1851-03-31,Limbo,redimida
5869,Rachel Howard,Pereza,59,1996-12-08,Tierra,redimida
5870,Desiree Lee,Gula,68,2011-06-03,Sector 7G,redimida
5871,Dominique Hernandez,Soberbia,71,1996-10-09,Inframundo,activa
5872,David Bennett,Soberbia,79,1843-03-29,Tierra,activa
5873,Mark Davis,Ira,34,1996-09-28,Pandemonium,en proceso de tortura
5874,Hannah Carson,Gula,23,2015-11-21,Pandemonium,activa
5875,Evan Johnson,Soberbia,35,1907-10-18,Sector 7G,activa
5876,Holly Williams,Soberbia,58,1836-06-07,Tierra,redimida
5877,Kyle Ward,Lujuria,43,2002-11-21,Pandemonium,en proceso de tortura
5878,Melissa Gray,Avaricia,74,2006-10-23,Sector 7G,redimida
5879,Jennifer Walker,Avaricia,91,1946-08-27,Abismo,en proceso de tortura
5880,Michael King PhD,Soberbia,26,1906-05-07,Tierra,en proceso de tortura
5881,Juan Holland,Lujuria,59,1928-09-13,Inframundo,en proceso de tortura
5882,Robert Powell,Soberbia,96,1957-12-15,Abismo,en proceso de tortura
5883,Nicole Goodman,Soberbia,71,1861-02-18,Pandemonium,redimida
5884,Martha Reyes,Gula,14,1944-12-19,Inframundo,en proceso de tortura
5885,David Vega,Avaricia,4,1877-10-25,Pandemonium,activa
5886,Melissa Lutz,Envidia,3,1949-06-13,Sector 7G,en proceso de tortura
5887,Leslie Butler,Envidia,84,2021-10-14,Abismo,en proceso de tortura
5888,Christopher Bell,Pereza,61,2004-02-27,Limbo,activa
5889,Michael Jones,Lujuria,17,1856-01-17,Limbo,activa
5890,Thomas Willis,Envidia,81,2011-11-08,Sector 7G,en proceso de tortura
5891,David Robertson,Avaricia,39,1973-06-03,Abismo,en proceso de tortura
5892,Randy Woods,Avaricia,68,1844-12-08,Pandemonium,redimida
5893,Mary Richardson,Soberbia,61,2002-03-06,Pandemonium,en proceso de tortura
5894,Michelle Williams,Gula,46,1982-04-05,Sector 7G,redimida
5895,Lisa Allen,Envidia,50,1860-05-02,Pandemonium,en proceso de tortura
5896,Mary Glover,Avaricia,30,1871-07-09,Sector 7G,activa
5897,Lindsay Parrish,Avaricia,3,1967-08-29,Sector 7G,redimida
5898,Nicole Thomas,Pereza,39,1897-10-23,Limbo,activa
5899,Gerald Kennedy,Ira,62,1860-12-01,Inframundo,activa
5900,Diane Clark,Soberbia,11,1992-12-12,Sector 7G,redimida
5901,David Ayala,Ira,47,1903-01-25,Sector 7G,activa
5902,Keith Ballard,Soberbia,55,1883-03-28,Pandemonium,en proceso de tortura
5903,Emily Holland,Soberbia,93,1995-05-21,Pandemonium,en proceso de tortura
5904,Stephen Hale,Avaricia,53,1826-05-31,Limbo,redimida
5905,Jerry Harris,Ira,10,1966-10-23,Sector 7G,redimida
5906,Jessica Gilbert,Lujuria,44,1892-04-16,Inframundo,en proceso de tortura
5907,Wendy Mills,Ira,68,1886-05-24,Sector 7G,activa
5908,Lisa Ray,Gula,49,1872-11-08,Tierra,activa
5909,Randy Guzman,Ira,34,1918-04-15,Inframundo,en proceso de tortura
5910,Lisa Myers,Pereza,41,1876-10-24,Limbo,en proceso de tortura
5911,Joseph Strickland,Soberbia,65,1925-10-12,Inframundo,en proceso de tortura
5912,James Bryant,Soberbia,5,1832-02-07,Tierra,activa
5913,Ashley Perez,Ira,41,1935-10-28,Tierra,redimida
